transaction_id,customer_id,amount_inr,payment_method,hour_of_day,velocity_1h,velocity_24h,new_device,geo_mismatch,billing_shipping_mismatch,failed_attempts_prior,account_age_days,prior_successful_txns,prior_chargebacks,known_device_count,is_fraud
TXN_000618,CUST_00177,2008.99,upi,7,0,0,False,False,False,0,538,15,0,1,0
TXN_000331,CUST_00053,3061.32,card,7,0,2,False,False,False,0,499,14,0,2,0
TXN_000886,CUST_00022,1500.56,card,0,0,1,False,False,False,0,698,16,0,1,0
TXN_000145,CUST_00005,2566.17,wallet,1,0,2,False,False,False,0,552,9,0,1,0
TXN_000234,CUST_00085,2785.61,upi,19,1,1,False,False,False,0,20,1,0,4,0
TXN_000220,CUST_00038,1845.73,card,20,0,3,False,False,False,0,333,13,0,1,0
TXN_000584,CUST_00194,998.76,upi,9,1,4,False,False,False,0,104,3,0,3,0
TXN_000803,CUST_00075,6490.5,card,1,0,4,True,True,True,1,351,3,0,3,1
TXN_000132,CUST_00175,1388.4,card,3,0,4,False,False,False,1,70,1,0,4,0
TXN_000742,CUST_00068,2835.97,card,18,0,0,False,True,False,1,16,0,0,2,0
TXN_000327,CUST_00099,4637.54,upi,7,0,2,False,False,False,0,855,20,0,3,1
TXN_000185,CUST_00055,6680.68,card,16,0,1,True,False,False,0,214,4,0,4,0
TXN_000041,CUST_00011,1350.04,card,7,0,2,False,False,False,0,413,6,0,2,0
TXN_000551,CUST_00080,2921.5,card,17,0,1,False,False,False,0,499,15,0,1,1
TXN_000108,CUST_00088,6531.31,wallet,11,1,2,False,False,False,1,146,4,0,4,0
TXN_000425,CUST_00131,497.73,upi,15,3,4,True,False,False,0,565,12,0,4,0
TXN_000056,CUST_00023,1435.28,card,22,0,5,False,False,False,0,466,14,0,4,1
TXN_000602,CUST_00068,2703.68,card,15,0,2,False,False,False,0,16,0,0,2,0
TXN_000350,CUST_00144,2128.92,card,17,0,1,False,False,False,0,296,5,0,2,0
TXN_000501,CUST_00014,4125.79,upi,12,1,5,True,False,False,3,468,12,0,2,1
TXN_000024,CUST_00019,446.87,card,19,0,1,True,False,False,0,156,3,0,2,0
TXN_000665,CUST_00193,1362.64,card,23,0,2,False,True,False,1,43,0,0,3,0
TXN_000433,CUST_00143,1168.04,card,7,1,2,False,False,False,0,175,5,0,3,0
TXN_000439,CUST_00045,722.7,card,14,0,0,False,True,False,1,514,13,0,3,0
TXN_000051,CUST_00028,2588.87,card,16,0,4,False,False,False,0,68,3,0,2,0
TXN_000411,CUST_00170,863.61,upi,3,0,0,False,False,False,0,115,3,0,1,0
TXN_000823,CUST_00011,2244.85,upi,22,0,2,False,False,False,0,413,6,0,2,1
TXN_000720,CUST_00060,1162.08,upi,23,0,2,False,False,False,0,411,7,0,2,0
TXN_000264,CUST_00015,487.02,upi,5,0,3,False,False,False,0,58,1,0,1,0
TXN_000692,CUST_00093,2121.63,card,9,0,1,False,False,False,0,125,6,0,1,1
TXN_000617,CUST_00123,6125.97,wallet,4,0,1,False,False,False,0,151,1,0,3,1
TXN_000703,CUST_00117,1985.88,upi,9,1,2,False,False,False,0,585,16,0,1,0
TXN_000355,CUST_00016,2750.73,card,13,2,2,False,False,False,0,34,2,0,1,1
TXN_000018,CUST_00090,1044.5,wallet,8,0,1,False,True,False,0,71,0,0,4,0
TXN_000844,CUST_00163,5748.69,card,21,0,2,False,False,False,0,109,2,0,3,0
TXN_000342,CUST_00018,3964.31,card,2,4,8,True,False,True,0,342,6,0,2,1
TXN_000083,CUST_00088,17782.54,card,18,4,10,True,False,False,1,146,4,0,4,1
TXN_000061,CUST_00197,307.42,card,20,1,2,False,False,False,1,98,3,0,1,0
TXN_000272,CUST_00169,8780.86,card,16,0,1,True,False,False,0,134,2,0,1,0
TXN_000285,CUST_00172,4922.41,upi,4,0,2,False,False,False,0,211,8,0,3,0
TXN_000362,CUST_00075,895.47,card,18,0,0,False,False,False,0,351,3,0,3,0
TXN_000889,CUST_00128,222.18,upi,14,0,1,False,False,False,0,17,0,0,2,0
TXN_000012,CUST_00005,8781.22,card,2,0,0,False,False,False,0,552,9,0,1,0
TXN_000182,CUST_00092,7928.85,card,0,0,0,False,False,False,1,490,12,0,2,0
TXN_000388,CUST_00219,1466.81,netbanking,17,0,0,False,False,False,0,329,8,0,2,0
TXN_000721,CUST_00034,15345.17,card,3,3,6,True,False,False,3,175,8,0,2,1
TXN_000223,CUST_00207,3157.94,card,16,0,3,False,False,True,0,260,7,0,4,0
TXN_000558,CUST_00108,7169.72,card,2,1,1,False,False,False,0,83,0,0,1,0
TXN_000633,CUST_00166,4398.15,card,2,1,2,False,False,False,0,721,13,0,4,1
TXN_000644,CUST_00122,3011.15,upi,17,1,2,False,True,False,0,47,0,0,1,0
TXN_000530,CUST_00075,2620.7,upi,13,1,4,False,False,False,0,351,3,0,3,0
TXN_000527,CUST_00040,1396.48,card,6,0,0,False,False,False,0,506,12,0,4,0
TXN_000636,CUST_00158,1553.17,card,15,0,1,False,False,False,0,926,16,0,4,0
TXN_000176,CUST_00165,2909.56,card,18,1,3,False,False,False,0,284,6,0,2,0
TXN_000604,CUST_00116,3937.49,card,23,1,4,False,False,True,0,820,15,0,2,0
TXN_000446,CUST_00211,1649.79,card,16,0,2,False,True,False,1,659,14,0,4,0
TXN_000420,CUST_00078,1412.7,card,13,0,2,False,False,True,0,809,8,0,1,0
TXN_000163,CUST_00089,44749.26,netbanking,15,2,7,False,False,True,1,355,5,0,1,1
TXN_000248,CUST_00008,1328.78,card,20,1,4,False,False,False,1,30,2,0,2,0
TXN_000740,CUST_00154,7433.33,card,4,1,1,False,False,False,0,63,2,0,4,0
TXN_000793,CUST_00220,5373.01,card,1,7,11,False,False,False,5,487,13,0,2,1
TXN_000074,CUST_00222,14144.12,card,6,0,0,False,False,False,0,397,9,0,2,0
TXN_000113,CUST_00106,5375.68,card,20,0,3,False,False,False,0,405,9,0,2,0
TXN_000514,CUST_00051,2661.83,card,21,0,0,False,False,False,0,8,0,0,2,0
TXN_000495,CUST_00039,4610.32,card,4,1,1,False,False,False,0,112,2,0,3,1
TXN_000104,CUST_00183,2361.19,upi,23,2,3,False,False,False,0,1072,26,0,1,0
TXN_000114,CUST_00015,1918.94,card,22,1,1,False,False,False,0,58,1,0,1,0
TXN_000450,CUST_00101,262.08,card,6,1,2,False,False,True,0,1171,29,0,2,0
TXN_000092,CUST_00065,3403.86,card,20,0,0,False,False,False,0,625,12,0,3,0
TXN_000797,CUST_00100,1142.98,card,14,2,4,False,False,False,0,383,5,0,4,0
TXN_000089,CUST_00055,2587.55,card,1,1,2,False,False,False,1,214,4,0,4,0
TXN_000336,CUST_00008,880.59,upi,2,0,1,False,False,False,0,30,2,0,2,0
TXN_000888,CUST_00012,2261.61,card,11,0,0,False,False,False,0,657,7,0,1,0
TXN_000824,CUST_00163,1868.59,card,8,0,0,True,False,False,0,109,2,0,3,0
TXN_000835,CUST_00209,5672.95,card,18,0,0,False,False,False,0,1090,31,0,1,0
TXN_000547,CUST_00067,1369.29,upi,11,0,1,False,False,False,0,225,10,0,2,0
TXN_000552,CUST_00166,25362.92,wallet,0,5,7,True,True,False,5,721,13,0,4,1
TXN_000094,CUST_00056,4067.1,card,3,0,4,False,False,False,0,107,3,0,4,0
TXN_000011,CUST_00030,2532.16,wallet,5,0,1,True,False,False,0,147,2,0,1,0
TXN_000898,CUST_00127,1538.71,card,15,0,0,False,False,False,0,111,2,0,4,0
TXN_000043,CUST_00195,718.4,upi,14,0,0,False,False,False,0,1320,32,0,3,0
TXN_000042,CUST_00193,757.84,upi,10,1,1,False,False,False,0,43,0,0,3,0
TXN_000329,CUST_00167,688.62,upi,1,1,2,False,False,False,0,136,4,0,4,0
TXN_000167,CUST_00011,1188.35,netbanking,15,1,2,False,False,False,1,413,6,0,2,0
TXN_000785,CUST_00064,210.63,card,2,0,1,False,False,False,1,800,14,0,1,1
TXN_000541,CUST_00134,805.09,card,10,1,1,True,False,False,0,623,15,0,3,0
TXN_000722,CUST_00042,2661.6,card,0,1,2,False,False,False,0,411,10,0,4,0
TXN_000848,CUST_00029,831.88,netbanking,10,0,1,False,True,False,0,260,6,0,2,1
TXN_000178,CUST_00067,5079.82,netbanking,3,1,3,False,False,False,0,225,10,0,2,0
TXN_000587,CUST_00102,2680.19,card,20,0,0,False,False,False,0,777,20,0,2,0
TXN_000790,CUST_00060,1932.3,card,6,0,0,False,True,False,0,411,7,0,2,0
TXN_000597,CUST_00045,1718.15,upi,2,0,2,False,False,False,0,514,13,0,3,0
TXN_000177,CUST_00199,1022.07,upi,2,0,1,False,False,True,0,785,20,0,1,0
TXN_000695,CUST_00169,6316.63,upi,2,5,11,False,False,False,3,134,2,0,1,0
TXN_000715,CUST_00199,231.55,card,14,0,1,False,False,False,0,785,20,0,1,0
TXN_000717,CUST_00110,2229.04,card,20,2,3,False,False,False,0,53,2,0,1,0
TXN_000383,CUST_00165,1815.17,wallet,1,0,1,True,False,False,0,284,6,0,2,0
TXN_000257,CUST_00160,1403.81,card,8,1,1,False,False,False,0,72,4,0,1,0
TXN_000442,CUST_00150,8736.75,card,6,0,0,False,False,False,0,603,16,0,2,0
TXN_000335,CUST_00122,804.26,wallet,23,0,2,False,True,False,0,47,0,0,1,0
TXN_000716,CUST_00155,5400.59,card,18,1,1,False,False,False,0,1058,18,0,3,0
TXN_000015,CUST_00090,1853.46,card,14,0,3,False,False,False,0,71,0,0,4,0
TXN_000003,CUST_00180,6278.46,card,0,0,2,False,True,False,0,387,5,0,3,0
TXN_000662,CUST_00022,919.79,card,10,0,3,False,False,False,0,698,16,0,1,0
TXN_000256,CUST_00211,506.24,card,9,0,0,False,False,False,1,659,14,0,4,0
TXN_000456,CUST_00216,1159.73,card,5,0,1,False,False,False,0,96,1,0,1,0
TXN_000478,CUST_00096,298.14,upi,15,0,1,False,False,False,0,115,0,0,2,0
TXN_000773,CUST_00022,1821.58,upi,5,0,4,False,False,False,0,698,16,0,1,1
TXN_000393,CUST_00037,1151.16,card,9,1,1,False,False,False,1,122,2,0,4,0
TXN_000222,CUST_00152,1295.59,card,22,0,0,False,False,False,0,220,2,0,4,0
TXN_000529,CUST_00203,2649.09,upi,0,1,4,False,False,False,0,166,3,0,1,0
TXN_000457,CUST_00060,1800.26,upi,19,1,1,False,False,False,0,411,7,0,2,0
TXN_000424,CUST_00143,4380.24,upi,17,0,0,False,False,False,0,175,5,0,3,0
TXN_000324,CUST_00224,1276.96,upi,6,0,2,False,False,False,1,13,0,0,4,1
TXN_000534,CUST_00201,4337.24,upi,22,0,2,False,False,False,0,75,2,0,3,0
TXN_000009,CUST_00057,36567.91,upi,11,4,7,True,True,True,2,151,5,0,3,1
TXN_000249,CUST_00141,4847.13,upi,3,0,2,False,False,False,0,108,0,0,2,1
TXN_000022,CUST_00057,1512.18,card,7,0,1,False,False,False,0,151,5,0,3,0
TXN_000356,CUST_00092,1489.09,card,18,2,3,False,False,False,0,490,12,0,2,0
TXN_000221,CUST_00203,2749.8,card,3,3,6,False,False,False,1,166,3,0,1,0
TXN_000605,CUST_00214,1424.63,netbanking,10,0,1,False,False,False,1,136,6,0,2,0
TXN_000772,CUST_00166,3121.03,netbanking,10,0,0,False,False,False,0,721,13,0,4,0
TXN_000883,CUST_00104,1252.86,upi,8,0,2,False,False,True,1,703,16,0,3,0
TXN_000532,CUST_00153,1240.04,card,16,1,1,False,False,False,1,1293,27,0,3,0
TXN_000340,CUST_00121,3247.51,card,13,1,1,False,False,False,0,172,2,0,3,0
TXN_000749,CUST_00003,1506.47,card,13,1,2,False,False,False,0,106,3,0,3,0
TXN_000523,CUST_00200,29970.81,card,4,9,12,True,True,False,0,413,18,0,2,1
TXN_000203,CUST_00101,1119.17,upi,15,0,0,False,False,False,0,1171,29,0,2,0
TXN_000237,CUST_00222,1853.44,wallet,6,0,1,False,False,True,0,397,9,0,2,0
TXN_000093,CUST_00152,2018.3,card,4,0,1,False,False,True,0,220,2,0,4,0
TXN_000538,CUST_00031,3600.81,card,12,0,0,False,False,False,0,480,17,0,1,0
TXN_000445,CUST_00068,3688.4,upi,8,0,2,False,False,False,0,16,0,0,2,0
TXN_000682,CUST_00122,1097.78,upi,22,0,2,False,False,False,0,47,0,0,1,0
TXN_000284,CUST_00198,1227.82,card,9,0,2,False,False,False,0,168,5,0,4,0
TXN_000184,CUST_00179,1825.42,upi,23,0,1,False,False,False,0,451,10,0,2,0
TXN_000799,CUST_00123,488.86,upi,11,0,0,False,False,False,0,151,1,0,3,0
TXN_000434,CUST_00162,1363.65,netbanking,6,1,1,True,False,False,0,373,8,0,1,0
TXN_000735,CUST_00117,170.98,card,0,1,8,False,False,False,0,585,16,0,1,0
TXN_000153,CUST_00111,1048.66,netbanking,14,0,2,False,False,False,1,71,0,0,3,0
TXN_000075,CUST_00053,557.86,upi,4,0,0,False,False,False,1,499,14,0,2,0
TXN_000879,CUST_00078,2810.61,card,12,0,1,False,False,False,0,809,8,0,1,0
TXN_000554,CUST_00165,1473.88,card,11,0,1,True,False,True,0,284,6,0,2,1
TXN_000277,CUST_00074,6470.52,upi,23,2,2,False,False,False,0,18,0,0,3,0
TXN_000068,CUST_00036,2583.34,card,17,0,6,True,False,False,0,130,5,0,2,0
TXN_000568,CUST_00142,725.4,card,16,0,1,False,False,False,0,613,9,0,4,0
TXN_000188,CUST_00091,2006.5,upi,16,1,2,False,False,False,0,728,13,0,1,0
TXN_000271,CUST_00034,1072.24,card,6,1,2,False,False,False,0,175,8,0,2,0
TXN_000667,CUST_00085,851.98,card,12,7,11,False,False,True,4,20,1,0,4,1
TXN_000559,CUST_00160,2312.1,upi,20,0,1,False,False,False,2,72,4,0,1,0
TXN_000236,CUST_00013,1882.19,upi,15,1,3,False,False,False,0,147,1,0,2,0
TXN_000088,CUST_00179,2741.17,card,19,1,1,False,False,False,0,451,10,0,2,0
TXN_000792,CUST_00221,3931.99,card,8,0,0,False,False,False,0,438,7,2,1,0
TXN_000117,CUST_00021,1911.49,card,23,0,0,False,False,False,0,84,1,0,3,0
TXN_000125,CUST_00177,1088.01,upi,9,0,1,False,False,False,0,538,15,0,1,1
TXN_000737,CUST_00062,3339.99,netbanking,2,1,2,False,False,True,0,572,14,0,1,0
TXN_000289,CUST_00048,1192.16,upi,1,0,2,True,False,False,0,121,5,0,4,0
TXN_000238,CUST_00019,339.6,card,4,0,0,False,False,True,0,156,3,0,2,0
TXN_000000,CUST_00047,11100.63,card,11,0,1,False,False,False,0,106,1,0,1,0
TXN_000890,CUST_00059,967.6,card,15,1,2,False,False,False,0,49,2,0,2,0
TXN_000601,CUST_00004,3050.5,card,10,0,0,False,False,False,0,32,0,0,3,0
TXN_000855,CUST_00119,715.86,card,23,0,0,False,False,False,0,64,1,0,1,0
TXN_000395,CUST_00140,11427.43,netbanking,4,4,8,True,False,False,1,373,4,0,2,1
TXN_000535,CUST_00045,2860.2,card,0,1,2,False,False,False,1,514,13,0,3,0
TXN_000126,CUST_00135,4387.84,upi,6,0,1,False,False,False,0,35,1,0,4,0
TXN_000278,CUST_00214,2046.46,wallet,3,0,1,False,False,False,0,136,6,0,2,0
TXN_000696,CUST_00031,2323.82,card,1,0,0,False,False,False,0,480,17,0,1,0
TXN_000116,CUST_00049,10669.33,upi,3,3,10,False,False,True,2,62,0,0,3,1
TXN_000228,CUST_00065,1846.9,upi,8,1,2,False,False,False,0,625,12,0,3,0
TXN_000813,CUST_00072,1931.7,upi,18,1,1,False,False,True,0,770,11,2,3,0
TXN_000660,CUST_00117,969.92,card,12,0,1,False,False,False,0,585,16,0,1,0
TXN_000057,CUST_00163,1620.22,card,5,0,2,False,False,False,1,109,2,0,3,0
TXN_000784,CUST_00203,7533.52,card,14,1,2,False,False,False,1,166,3,0,1,0
TXN_000274,CUST_00179,3716.74,netbanking,6,0,1,False,False,False,0,451,10,0,2,0
TXN_000318,CUST_00169,499.38,card,8,0,2,False,False,False,0,134,2,0,1,0
TXN_000630,CUST_00112,1914.67,card,15,0,0,False,False,False,0,117,1,0,1,0
TXN_000144,CUST_00213,2532.29,upi,9,0,1,True,False,True,0,657,14,1,2,0
TXN_000713,CUST_00026,3139.34,card,8,1,3,False,True,False,1,172,6,0,2,0
TXN_000595,CUST_00208,9165.44,upi,19,2,5,True,True,False,0,386,8,0,3,1
TXN_000816,CUST_00034,1083.47,card,0,0,0,False,False,False,0,175,8,0,2,0
TXN_000781,CUST_00135,1424.9,upi,13,0,0,False,False,False,0,35,1,0,4,0
TXN_000369,CUST_00101,1045.99,card,6,1,2,False,False,False,0,1171,29,0,2,0
TXN_000268,CUST_00175,1676.18,card,22,0,0,False,False,False,0,70,1,0,4,0
TXN_000628,CUST_00143,2367.74,upi,7,0,2,False,False,False,0,175,5,0,3,0
TXN_000307,CUST_00140,891.3,netbanking,22,2,3,False,False,False,0,373,4,0,2,0
TXN_000423,CUST_00059,1061.64,upi,8,0,0,False,True,False,0,49,2,0,2,0
TXN_000310,CUST_00073,31673.55,wallet,7,0,1,True,False,False,0,126,6,0,4,0
TXN_000354,CUST_00027,2717.5,upi,10,1,3,False,False,False,0,29,1,0,1,0
TXN_000046,CUST_00022,2580.25,card,4,1,3,False,False,False,0,698,16,0,1,0
TXN_000349,CUST_00118,5237.53,upi,1,0,1,False,True,False,0,445,14,0,4,0
TXN_000371,CUST_00040,3079.39,card,9,1,2,True,False,False,1,506,12,0,4,0
TXN_000479,CUST_00042,2594.21,netbanking,8,1,1,False,False,False,0,411,10,0,4,0
TXN_000580,CUST_00156,1793.42,card,18,0,0,False,False,False,0,138,6,0,2,0
TXN_000261,CUST_00077,1083.24,upi,22,1,4,False,False,False,0,312,5,0,4,0
TXN_000195,CUST_00143,1193.85,card,22,0,1,True,False,False,0,175,5,0,3,0
TXN_000899,CUST_00111,1763.66,card,18,0,1,False,False,False,0,71,0,0,3,0
TXN_000750,CUST_00101,3793.11,card,13,0,2,False,False,True,0,1171,29,0,2,0
TXN_000107,CUST_00221,2110.08,upi,6,1,3,False,False,False,0,438,7,2,1,0
TXN_000875,CUST_00059,2404.42,card,0,3,8,False,True,False,2,49,2,0,2,1
TXN_000059,CUST_00099,755.66,upi,21,0,0,False,False,False,0,855,20,0,3,0
TXN_000691,CUST_00016,1789.5,card,20,0,2,False,True,False,0,34,2,0,1,0
TXN_000263,CUST_00105,3107.47,upi,6,0,1,False,False,False,0,276,4,0,3,0
TXN_000572,CUST_00049,6888.93,card,21,1,1,False,False,False,0,62,0,0,3,0
TXN_000100,CUST_00102,3656.28,card,16,0,1,False,True,False,0,777,20,0,2,0
TXN_000443,CUST_00187,2737.99,upi,8,0,0,False,False,False,0,321,7,0,3,0
TXN_000490,CUST_00039,2164.87,netbanking,19,0,2,False,False,False,0,112,2,0,3,0
TXN_000611,CUST_00218,1939.67,card,17,1,3,False,False,False,0,246,5,0,1,0
TXN_000806,CUST_00042,866.85,card,18,1,5,False,False,False,0,411,10,0,4,1
TXN_000798,CUST_00215,7877.04,card,21,5,9,False,False,False,1,126,4,0,1,1
TXN_000169,CUST_00168,2446.87,card,16,0,1,False,False,False,1,290,9,0,1,0
TXN_000179,CUST_00048,2668.52,card,16,0,1,True,False,False,1,121,5,0,4,0
TXN_000304,CUST_00100,1227.48,upi,19,2,2,False,False,False,0,383,5,0,4,0
TXN_000341,CUST_00112,2119.48,upi,10,0,0,False,False,True,0,117,1,0,1,0
TXN_000867,CUST_00045,4737.66,card,19,0,1,False,False,False,0,514,13,0,3,0
TXN_000149,CUST_00160,2596.52,card,9,0,2,False,False,False,0,72,4,0,1,0
TXN_000124,CUST_00116,402.52,card,14,0,1,False,False,False,0,820,15,0,2,0
TXN_000708,CUST_00180,3471.86,card,12,0,2,False,False,False,0,387,5,0,3,0
TXN_000050,CUST_00135,6156.68,card,16,0,0,False,False,False,0,35,1,0,4,0
TXN_000353,CUST_00165,1952.46,card,19,0,2,True,False,False,0,284,6,0,2,0
TXN_000830,CUST_00010,1499.84,upi,12,0,1,False,False,False,0,26,1,0,4,0
TXN_000142,CUST_00210,7790.3,card,11,1,3,False,False,False,0,110,2,0,4,0
TXN_000470,CUST_00152,4802.61,wallet,22,0,5,False,False,False,0,220,2,0,4,0
TXN_000399,CUST_00144,5064.3,card,5,0,3,False,False,False,0,296,5,0,2,0
TXN_000851,CUST_00192,1213.69,netbanking,6,0,2,False,False,False,0,217,4,0,4,0
TXN_000320,CUST_00011,6397.19,upi,21,0,1,False,False,True,1,413,6,0,2,0
TXN_000019,CUST_00190,3206.34,card,0,0,1,False,False,False,1,53,1,0,2,0
TXN_000811,CUST_00189,4042.99,upi,14,1,4,True,False,False,0,396,11,0,2,0
TXN_000712,CUST_00042,922.02,upi,15,2,4,False,False,False,0,411,10,0,4,0
TXN_000728,CUST_00102,731.0,netbanking,10,0,0,False,False,False,0,777,20,0,2,0
TXN_000407,CUST_00203,1876.21,card,12,0,0,False,False,False,0,166,3,0,1,0
TXN_000821,CUST_00029,2811.5,netbanking,13,0,2,False,False,False,0,260,6,0,2,0
TXN_000038,CUST_00016,3134.69,card,8,2,4,False,False,False,0,34,2,0,1,0
TXN_000175,CUST_00167,1549.33,card,5,1,4,True,False,False,0,136,4,0,4,0
TXN_000245,CUST_00130,247.21,wallet,18,0,1,False,False,False,0,306,6,0,4,0
TXN_000746,CUST_00170,284.1,card,22,0,2,True,False,False,0,115,3,0,1,0
TXN_000606,CUST_00114,3844.72,card,1,0,3,False,False,True,0,157,5,0,4,0
TXN_000679,CUST_00155,1619.86,card,12,0,2,False,False,False,0,1058,18,0,3,0
TXN_000770,CUST_00192,2251.42,card,17,6,10,True,False,False,2,217,4,0,4,1
TXN_000154,CUST_00106,1214.87,upi,9,0,2,True,False,False,1,405,9,0,2,0
TXN_000287,CUST_00069,1135.58,card,14,1,2,False,False,True,1,363,5,1,2,0
TXN_000544,CUST_00196,343.04,card,9,0,1,False,False,False,0,153,2,0,3,0
TXN_000017,CUST_00050,13341.46,card,2,3,7,True,True,True,1,134,2,0,4,1
TXN_000127,CUST_00086,1208.15,card,6,0,0,False,False,False,0,652,21,0,4,0
TXN_000322,CUST_00097,1021.39,card,3,0,0,False,False,False,0,28,1,0,4,0
TXN_000255,CUST_00117,1038.35,netbanking,18,0,0,False,False,False,0,585,16,0,1,0
TXN_000596,CUST_00098,656.94,card,6,2,4,False,False,False,0,191,5,0,3,0
TXN_000865,CUST_00088,3543.81,upi,23,0,6,False,False,False,0,146,4,0,4,0
TXN_000190,CUST_00076,2668.98,upi,7,0,3,False,False,False,0,970,16,0,4,0
TXN_000115,CUST_00221,5689.24,card,0,1,2,False,False,False,0,438,7,2,1,0
TXN_000557,CUST_00079,6624.03,card,22,6,10,False,False,False,2,286,5,0,3,1
TXN_000180,CUST_00123,2453.25,card,1,0,0,False,False,False,0,151,1,0,3,0
TXN_000301,CUST_00124,2643.39,upi,11,1,2,False,False,False,0,26,1,0,1,0
TXN_000684,CUST_00101,4288.54,card,4,0,1,False,False,False,0,1171,29,0,2,0
TXN_000643,CUST_00114,1161.33,card,22,0,2,False,False,False,0,157,5,0,4,0
TXN_000732,CUST_00155,1665.74,card,4,1,2,False,False,False,0,1058,18,0,3,0
TXN_000620,CUST_00015,1640.07,card,19,0,1,False,False,False,0,58,1,0,1,1
TXN_000838,CUST_00222,1064.65,upi,21,0,2,False,False,False,0,397,9,0,2,0
TXN_000517,CUST_00099,2767.51,card,11,0,2,False,False,False,0,855,20,0,3,0
TXN_000884,CUST_00146,7399.3,card,21,0,1,False,False,True,0,286,6,1,2,0
TXN_000045,CUST_00068,813.59,card,3,0,1,False,False,False,0,16,0,0,2,0
TXN_000814,CUST_00000,1024.23,card,9,0,3,False,False,False,0,913,21,0,2,0
TXN_000157,CUST_00078,5204.62,upi,17,2,2,False,False,False,0,809,8,0,1,0
TXN_000670,CUST_00176,4762.31,upi,22,0,4,False,False,False,0,434,10,1,1,0
TXN_000171,CUST_00057,2486.56,card,14,0,1,False,False,False,0,151,5,0,3,0
TXN_000016,CUST_00209,17882.96,card,2,0,0,False,False,False,0,1090,31,0,1,0
TXN_000511,CUST_00034,1872.66,upi,14,0,2,False,False,False,0,175,8,0,2,0
TXN_000048,CUST_00120,2532.87,netbanking,5,0,2,True,False,False,0,451,4,0,3,0
TXN_000882,CUST_00103,986.05,upi,3,0,1,False,False,True,0,424,4,0,4,0
TXN_000755,CUST_00088,2995.03,card,4,0,1,False,False,False,0,146,4,0,4,0
TXN_000515,CUST_00100,977.5,upi,18,0,2,False,False,False,1,383,5,0,4,0
TXN_000621,CUST_00191,681.71,netbanking,10,1,1,False,False,False,0,398,13,0,3,0
TXN_000480,CUST_00119,2059.68,upi,2,0,2,False,False,False,0,64,1,0,1,0
TXN_000283,CUST_00017,1046.38,upi,22,1,1,False,False,False,0,119,1,0,1,0
TXN_000593,CUST_00185,895.06,upi,23,0,1,False,False,False,1,34,1,1,1,0
TXN_000225,CUST_00074,3994.42,card,13,0,0,False,False,False,0,18,0,0,3,1
TXN_000026,CUST_00176,2014.79,netbanking,23,2,3,False,False,False,0,434,10,1,1,1
TXN_000704,CUST_00071,2678.65,card,0,0,2,False,False,False,0,573,8,0,2,0
TXN_000437,CUST_00209,5046.12,card,0,1,2,False,False,False,2,1090,31,0,1,0
TXN_000852,CUST_00194,1215.47,card,23,0,2,False,False,False,0,104,3,0,3,0
TXN_000364,CUST_00125,1017.9,card,14,1,2,False,False,False,0,347,3,0,1,1
TXN_000229,CUST_00047,2430.74,upi,17,1,3,False,False,False,0,106,1,0,1,0
TXN_000037,CUST_00190,2570.96,upi,15,0,0,False,False,False,0,53,1,0,2,0
TXN_000866,CUST_00126,1853.6,upi,22,2,5,False,False,False,0,369,2,0,4,0
TXN_000374,CUST_00032,1626.43,card,19,0,1,False,False,False,0,269,9,0,2,0
TXN_000469,CUST_00091,1401.51,upi,6,0,2,False,False,False,0,728,13,0,1,0
TXN_000868,CUST_00160,2011.01,card,23,0,1,False,False,False,0,72,4,0,1,0
TXN_000764,CUST_00032,4003.65,upi,17,0,1,False,False,False,0,269,9,0,2,0
TXN_000656,CUST_00163,862.35,upi,7,0,2,True,False,False,0,109,2,0,3,0
TXN_000194,CUST_00024,923.54,card,15,0,2,False,False,False,1,249,5,0,4,0
TXN_000766,CUST_00142,2602.55,card,10,0,1,False,False,False,0,613,9,0,4,0
TXN_000825,CUST_00212,998.17,upi,3,0,3,False,False,False,0,290,10,0,1,1
TXN_000503,CUST_00012,3171.2,card,13,0,1,False,False,False,0,657,7,0,1,0
TXN_000870,CUST_00104,1350.35,upi,21,0,1,False,False,False,0,703,16,0,3,0
TXN_000864,CUST_00090,2667.24,netbanking,1,0,3,False,False,False,1,71,0,0,4,0
TXN_000579,CUST_00135,6264.6,card,23,1,2,False,False,False,0,35,1,0,4,0
TXN_000869,CUST_00153,3767.92,card,5,0,1,False,True,False,0,1293,27,0,3,0
TXN_000162,CUST_00189,1150.25,upi,19,0,1,False,False,False,1,396,11,0,2,0
TXN_000635,CUST_00016,1979.06,card,1,0,4,False,True,False,0,34,2,0,1,0
TXN_000152,CUST_00136,669.01,card,6,0,2,False,False,False,0,2064,54,0,4,0
TXN_000616,CUST_00043,2029.33,wallet,3,2,4,False,False,False,0,27,2,0,2,0
TXN_000634,CUST_00159,3074.19,card,14,2,4,False,False,False,0,48,0,0,4,0
TXN_000680,CUST_00144,1745.03,netbanking,7,0,1,False,False,False,0,296,5,0,2,0
TXN_000111,CUST_00143,1022.23,card,14,2,4,False,False,False,1,175,5,0,3,0
TXN_000226,CUST_00186,3536.06,card,13,0,2,False,False,False,0,533,5,0,1,0
TXN_000622,CUST_00013,2765.31,upi,20,1,3,False,False,False,0,147,1,0,2,0
TXN_000103,CUST_00162,19945.16,card,3,3,5,True,True,True,3,373,8,0,1,1
